,Job_Title,Salary_Estimate,Rating,Company_Name,Location,Size,Founded,Type_of_ownership,Sector,Revenue
0,Data Scientist,$53K-$91K (Glassdoor est.),3.8,"Tecolote Research
3.8","Albuquerque, NM",501 to 1000 employees,1973,Company - Private,Aerospace & Defense,$50 to $100 million (USD)
1,Healthcare Data Scientist,$63K-$112K (Glassdoor est.),3.4,"University of Maryland Medical System
3.4","Linthicum, MD",10000+ employees,1984,Other Organization,Health Care,$2 to $5 billion (USD)
2,Data Scientist,$80K-$90K (Glassdoor est.),4.8,"KnowBe4
4.8","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Business Services,$100 to $500 million (USD)
3,Data Scientist,$56K-$97K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA",1001 to 5000 employees,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
4,Data Scientist,$86K-$143K (Glassdoor est.),2.9,"Affinity Solutions
2.9","New York, NY",51 to 200 employees,1998,Company - Private,Business Services,Unknown / Non-Applicable
5,Data Scientist,$71K-$119K (Glassdoor est.),3.4,"CyrusOne
3.4","Dallas, TX",201 to 500 employees,2000,Company - Public,Real Estate,$1 to $2 billion (USD)
6,Data Scientist,$54K-$93K (Glassdoor est.),4.1,"ClearOne Advantage
4.1","Baltimore, MD",501 to 1000 employees,2008,Company - Private,Finance,Unknown / Non-Applicable
7,Data Scientist,$86K-$142K (Glassdoor est.),3.8,"Logic20/20
3.8","San Jose, CA",201 to 500 employees,2005,Company - Private,Business Services,$25 to $50 million (USD)
8,Research Scientist,$38K-$84K (Glassdoor est.),3.3,"Rochester Regional Health
3.3","Rochester, NY",10000+ employees,2014,Hospital,Health Care,$500 million to $1 billion (USD)
9,Data Scientist,$120K-$160K (Glassdoor est.),4.6,"<intent>
4.6","New York, NY",51 to 200 employees,2009,Company - Private,Information Technology,$100 to $500 million (USD)
10,Data Scientist,$126K-$201K (Glassdoor est.),3.5,"Wish
3.5","San Jose, CA",501 to 1000 employees,2011,Company - Private,Retail,$1 to $2 billion (USD)
11,Data Scientist,$64K-$106K (Glassdoor est.),4.1,"ManTech
4.1","Chantilly, VA",5001 to 10000 employees,1968,Company - Public,Business Services,$1 to $2 billion (USD)
12,Staff Data Scientist - Technology,$106K-$172K (Glassdoor est.),3.2,"Walmart
3.2","Plano, TX",10000+ employees,1962,Company - Public,Retail,$10+ billion (USD)
13,Data Analyst,$46K-$85K (Glassdoor est.),4.1,"Yesler
4.1","Seattle, WA",201 to 500 employees,2012,Company - Private,Business Services,Unknown / Non-Applicable
14,Data Scientist,$83K-$144K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
15,Data Engineer I,$102K-$190K (Glassdoor est.),3.6,"Audible
3.6","Newark, NJ",1001 to 5000 employees,1995,Subsidiary or Business Segment,Media,Unknown / Non-Applicable
16,"Scientist I/II, Biology",$67K-$137K (Glassdoor est.),3.9,"Blueprint Medicines
3.9","Cambridge, MA",51 to 200 employees,2011,Company - Public,Biotech & Pharmaceuticals,$1 to $5 million (USD)
17,Customer Data Scientist,$118K-$189K (Glassdoor est.),4.3,"h2o.ai
4.3","Mountain View, CA",201 to 500 employees,2011,Company - Private,Information Technology,Unknown / Non-Applicable
18,Data Scientist - Health Data Analytics,$110K-$175K (Glassdoor est.),4.2,"Nuna
4.2","San Francisco, CA",51 to 200 employees,2010,Company - Private,Information Technology,Unknown / Non-Applicable
19,Data Scientist,$64K-$111K (Glassdoor est.),4.0,"Pinnacol Assurance
4.0","Denver, CO",501 to 1000 employees,1915,Nonprofit Organization,Insurance,$500 million to $1 billion (USD)
20,Data Scientist,$81K-$130K (Glassdoor est.),3.2,"Porch
3.2","Seattle, WA",201 to 500 employees,2012,Company - Private,Information Technology,Unknown / Non-Applicable
21,Senior Data Scientist / Machine Learning,$73K-$119K (Glassdoor est.),3.9,"Health IQ
3.9","Dallas, TX",201 to 500 employees,2013,Company - Private,Insurance,Unknown / Non-Applicable
22,Data Scientist - Quantitative,$86K-$139K (Glassdoor est.),3.8,"Truckstop.com
3.8","Chicago, IL",501 to 1000 employees,1995,Company - Private,Transportation & Logistics,Unknown / Non-Applicable
23,Data Scientist,$63K-$105K (Glassdoor est.),4.3,"SMC 3
4.3","Louisville, KY",51 to 200 employees,1935,Nonprofit Organization,Transportation & Logistics,$10 to $25 million (USD)
24,Data Scientist,$109K-$177K (Glassdoor est.),4.0,"Novetta
4.0","Herndon, VA",501 to 1000 employees,2012,Company - Private,Information Technology,$100 to $500 million (USD)
25,Digital Health Data Scientist,$63K-$110K (Glassdoor est.),4.0,"Pfizer
4.0","Cambridge, MA",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
26,Data Scientist,$75K-$124K (Glassdoor est.),3.5,"First Tech Federal Credit Union
3.5","Hillsboro, OR",1001 to 5000 employees,1952,Company - Private,Finance,$100 to $500 million (USD)
27,Associate Data Analyst,$34K-$61K (Glassdoor est.),3.7,"The Hanover Insurance Group
3.7","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance,$5 to $10 billion (USD)
28,Clinical Data Scientist,$63K-$105K (Glassdoor est.),4.0,"Pfizer
4.0","Groton, CT",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
29,Data Scientist,$80K-$90K (Glassdoor est.),4.8,"KnowBe4
4.8","Clearwater, FL",501 to 1000 employees,2010,Company - Private,Business Services,$100 to $500 million (USD)
30,Data Scientist,$56K-$97K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA",1001 to 5000 employees,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
31,Data Scientist,$72K-$120K (Glassdoor est.),3.6,"Amrock
3.6","Detroit, MI",1001 to 5000 employees,1997,Company - Private,Real Estate,$500 million to $1 billion (USD)
32,Data Scientist / Machine Learning Expert,$86K-$143K (Glassdoor est.),3.8,"Novartis
3.8","Cambridge, MA",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
33,Data Scientist,$93K-$149K (Glassdoor est.),3.8,"Juniper Networks
3.8","Sunnyvale, CA",5001 to 10000 employees,1996,Company - Public,Telecommunications,$2 to $5 billion (USD)
34,Data Scientist,$85K-$140K (Glassdoor est.),4.7,"New England Biolabs
4.7","Ipswich, MA",201 to 500 employees,1974,Company - Private,Biotech & Pharmaceuticals,Unknown / Non-Applicable
35,Web Data Analyst,$77K-$135K (Glassdoor est.),4.2,"Clarity Insights
4.2","San Jose, CA",201 to 500 employees,2008,Company - Private,Information Technology,Unknown / Non-Applicable
36,Data Scientist,$82K-$132K (Glassdoor est.),3.5,"Esri
3.5","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Information Technology,$1 to $2 billion (USD)
37,Data Scientist,$83K-$137K (Glassdoor est.),4.7,"Systems & Technology Research
4.7","Woburn, MA",201 to 500 employees,2010,Company - Private,Aerospace & Defense,$100 to $500 million (USD)
38,Senior Data Scientist,$115K-$180K (Glassdoor est.),3.5,"Sartorius
3.5","Fremont, CA",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
39,Data Engineer,$74K-$138K (Glassdoor est.),3.5,"Lancer Insurance
3.5","Long Beach, NY",201 to 500 employees,1985,Company - Private,Insurance,$100 to $500 million (USD)
40,Data Analyst,$64K-$112K (Glassdoor est.),4.2,"Sauce Labs
4.2","San Francisco, CA",201 to 500 employees,2008,Company - Private,Information Technology,$50 to $100 million (USD)
41,Data Engineer,$68K-$129K (Glassdoor est.),3.6,"Persivia
3.6","Marlborough, MA",1 to 50 employees,-1,Company - Private,-1,Less than $1 million (USD)
42,Data Scientist - Algorithms & Inference,$110K-$175K (Glassdoor est.),4.2,"Nuna
4.2","San Francisco, CA",51 to 200 employees,2010,Company - Private,Information Technology,Unknown / Non-Applicable
43,Scientist,$52K-$113K (Glassdoor est.),3.4,"Edgewell Personal Care
3.4","Allendale, NJ",5001 to 10000 employees,2015,Company - Public,Manufacturing,$2 to $5 billion (USD)
44,Senior Data Scientist,$110K-$150K(Employer est.),4.3,"Equity Residential
4.3","Chicago, IL",1001 to 5000 employees,1993,Company - Public,Real Estate,$2 to $5 billion (USD)
45,Data Scientist,Employer Provided Salary:$150K-$160K,5.0,"BPA Services
5.0","Washington, DC",Unknown,-1,Company - Private,Information Technology,Unknown / Non-Applicable
46,Lead Data Scientist,$158K-$211K (Glassdoor est.),3.7,"Visa Inc.
3.7","Bellevue, WA",10000+ employees,1958,Company - Public,Information Technology,$10+ billion (USD)
47,Associate Data Analyst,$20K-$39K (Glassdoor est.),3.1,"Intrado
3.1","Longmont, CO",5001 to 10000 employees,1986,Company - Private,Information Technology,$2 to $5 billion (USD)
48,Spectral Scientist/Engineer,$56K-$117K (Glassdoor est.),4.7,"Centauri
4.7","Beavercreek, OH",501 to 1000 employees,1999,Company - Private,Aerospace & Defense,$100 to $500 million (USD)
49,College Hire - Data Scientist - Open to December 2019 Graduates,$63K-$99K (Glassdoor est.),3.7,"Caterpillar
3.7","Peoria, IL",10000+ employees,1925,Company - Public,Manufacturing,$10+ billion (USD)
50,Data Scientist,$68K-$114K (Glassdoor est.),3.8,"Zimmerman Advertising
3.8","Fort Lauderdale, FL",501 to 1000 employees,1984,Subsidiary or Business Segment,Business Services,Unknown / Non-Applicable
51,"Data Scientist, Office of Data Science",$86K-$143K (Glassdoor est.),3.3,"Liberty Mutual Insurance
3.3","Boston, MA",10000+ employees,1912,Company - Private,Insurance,$10+ billion (USD)
52,Data Science Analyst,$41K-$95K (Glassdoor est.),4.6,"Torch Technologies, Inc.
4.6","Huntsville, AL",1001 to 5000 employees,2002,Company - Private,Aerospace & Defense,$100 to $500 million (USD)
53,Data Scientist,$86K-$144K (Glassdoor est.),3.7,"Swiss Re
3.7","Armonk, NY",10000+ employees,1863,Company - Public,Insurance,$10+ billion (USD)
54,Data Scientist,$80K-$139K (Glassdoor est.),3.7,"Northrop Grumman
3.7","San Diego, CA",10000+ employees,1939,Company - Public,Aerospace & Defense,$10+ billion (USD)
55,Data Scientist,$56K-$95K (Glassdoor est.),3.5,"Sartorius
3.5","Albuquerque, NM",5001 to 10000 employees,1870,Company - Public,Biotech & Pharmaceuticals,$1 to $2 billion (USD)
56,Data Scientist,$120K-$189K (Glassdoor est.),4.1,"Netskope
4.1","San Francisco, CA",501 to 1000 employees,2012,Company - Private,Information Technology,Unknown / Non-Applicable
57,Data Scientist,$111K-$176K (Glassdoor est.),4.7,"1904labs
4.7","Saint Louis, MO",51 to 200 employees,2016,Company - Private,Information Technology,Unknown / Non-Applicable
58,Data Scientist,$54K-$93K (Glassdoor est.),4.1,"ClearOne Advantage
4.1","Baltimore, MD",501 to 1000 employees,2008,Company - Private,Finance,Unknown / Non-Applicable
59,Data Scientist,$71K-$119K (Glassdoor est.),3.4,"CyrusOne
3.4","Dallas, TX",201 to 500 employees,2000,Company - Public,Real Estate,$1 to $2 billion (USD)
60,Senior Data Scientist,$82K-$132K (Glassdoor est.),4.4,"The David J. Joseph Company
4.4","Cincinnati, OH",201 to 500 employees,1885,Subsidiary or Business Segment,Mining & Metals,Unknown / Non-Applicable
61,Data Scientist,$84K-$146K (Glassdoor est.),4.3,"USEReady
4.3","New York, NY",201 to 500 employees,2011,Company - Private,Business Services,$10 to $25 million (USD)
62,Senior Risk Data Scientist,$107K-$172K (Glassdoor est.),3.8,"Bill.com
3.8","Palo Alto, CA",501 to 1000 employees,2006,Company - Public,Finance,$50 to $100 million (USD)
63,Data Scientist in Artificial Intelligence Early Career,$49K-$85K (Glassdoor est.),3.8,"Pacific Northwest National Laboratory
3.8","Richland, WA",1001 to 5000 employees,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
64,Data Scientist,$61K-$109K (Glassdoor est.),3.8,"DICK'S Sporting Goods - Corporate
3.8","Coraopolis, PA",10000+ employees,1948,Company - Public,Retail,$5 to $10 billion (USD)
65,Data Scientist,$88K-$148K (Glassdoor est.),2.8,"Berg Health
2.8","Framingham, MA",51 to 200 employees,2006,Company - Private,Biotech & Pharmaceuticals,$1 to $5 million (USD)
66,Data Scientist,$60K-$99K (Glassdoor est.),4.7,"Oversight Systems
4.7","Atlanta, GA",51 to 200 employees,2003,Company - Private,Information Technology,$25 to $50 million (USD)
67,Data Scientist - Research,$41K-$72K (Glassdoor est.),3.1,"C Space
3.1","Boston, MA",201 to 500 employees,1999,Company - Public,Business Services,$100 to $500 million (USD)
68,Data Scientist,$96K-$161K (Glassdoor est.),3.2,"Numeric, LLC
3.2","Philadelphia, PA",1 to 50 employees,-1,Company - Private,Business Services,$5 to $10 million (USD)
69,R&D Data Analysis Scientist,$65K-$130K (Glassdoor est.),4.0,"HP Inc.
4.0","Vancouver, WA",10000+ employees,1939,Company - Public,Information Technology,Unknown / Non-Applicable
70,Analytics Consultant,$52K-$81K (Glassdoor est.),4.4,"SpringML
4.4","Indianapolis, IN",1 to 50 employees,2015,Company - Private,Information Technology,Unknown / Non-Applicable
71,"Director, Data Science",$139K-$220K (Glassdoor est.),3.6,"Grainger
3.6","Lake Forest, IL",10000+ employees,1927,Company - Public,Business Services,$10+ billion (USD)
72,Scientist,$50K-$102K (Glassdoor est.),2.7,"EAG Laboratories
2.7","Maryland Heights, MO",501 to 1000 employees,1978,Subsidiary or Business Segment,Business Services,$50 to $100 million (USD)
73,Data Scientist SR,$85K-$139K (Glassdoor est.),3.9,"The Buffalo Group
3.9","Charlottesville, VA",501 to 1000 employees,2010,Company - Private,Information Technology,$100 to $500 million (USD)
74,Data Scientist,$74K-$122K (Glassdoor est.),3.1,"Carmeuse
3.1","Pittsburgh, PA",1001 to 5000 employees,1860,Company - Private,Mining & Metals,$1 to $2 billion (USD)
75,R&D Sr Data Scientist,$99K-$157K (Glassdoor est.),4.0,"HP Inc.
4.0","Vancouver, WA",10000+ employees,1939,Company - Public,Information Technology,Unknown / Non-Applicable
76,Customer Data Scientist/Sales Engineer (Bay,$79K-$222K (Glassdoor est.),4.3,"h2o.ai
4.3","Mountain View, CA",201 to 500 employees,2011,Company - Private,Information Technology,Unknown / Non-Applicable
77,Research Scientist,$57K-$118K (Glassdoor est.),1.9,"GNS Healthcare
1.9","Cambridge, MA",51 to 200 employees,2000,Company - Private,Biotech & Pharmaceuticals,$10 to $25 million (USD)
78,Data Scientist,$83K-$137K (Glassdoor est.),3.3,"Peraton
3.3","Chantilly, VA",1001 to 5000 employees,2017,Company - Private,Aerospace & Defense,$1 to $2 billion (USD)
79,Data Scientist,$86K-$141K (Glassdoor est.),4.4,"Pactera
4.4","San Jose, CA",10000+ employees,1995,Company - Private,Information Technology,$500 million to $1 billion (USD)
80,Data Scientist,$94K-$154K (Glassdoor est.),3.9,"Nurx
3.9","San Francisco, CA",51 to 200 employees,2016,Company - Private,Health Care,$1 to $5 million (USD)
81,Jr. Business Data Analyst,$37K-$76K (Glassdoor est.),4.7,"webfx.com
4.7","Harrisburg, PA",201 to 500 employees,1997,Company - Private,Business Services,$25 to $50 million (USD)
82,Data Scientist,$100K-$160K (Glassdoor est.),4.5,"Johns Hopkins University Applied Physics Laboratory
4.5","Laurel, MD",5001 to 10000 employees,1942,Nonprofit Organization,Aerospace & Defense,$1 to $2 billion (USD)
83,Data Analyst,$55K-$100K (Glassdoor est.),4.3,"Productive Edge
4.3","Chicago, IL",51 to 200 employees,2008,Company - Private,Information Technology,$10 to $25 million (USD)
84,Data Engineer,$60K-$114K (Glassdoor est.),4.0,"Excella Consulting
4.0","Arlington, VA",201 to 500 employees,2002,Company - Private,Business Services,$50 to $100 million (USD)
85,Data Analyst,$39K-$68K (Glassdoor est.),4.4,"Gensco
4.4","Tacoma, WA",501 to 1000 employees,1948,Company - Private,Business Services,$100 to $500 million (USD)
86,Staff Data Scientist - Technology,$106K-$172K (Glassdoor est.),3.2,"Walmart
3.2","Plano, TX",10000+ employees,1962,Company - Public,Retail,$10+ billion (USD)
87,Data Scientist,$86K-$142K (Glassdoor est.),3.8,"Logic20/20
3.8","San Jose, CA",201 to 500 employees,2005,Company - Private,Business Services,$25 to $50 million (USD)
88,Data Scientist,$64K-$107K (Glassdoor est.),4.2,"goTRG
4.2","Miami, FL",501 to 1000 employees,2008,Company - Private,Information Technology,$100 to $500 million (USD)
89,Data Management Specialist,$31K-$65K (Glassdoor est.),4.5,"NMR Consulting
4.5","Huntsville, AL",51 to 200 employees,1996,Company - Private,Information Technology,$25 to $50 million (USD)
90,E-Commerce Data Analyst,$34K-$62K (Glassdoor est.),3.5,"iSeatz
3.5","New Orleans, LA",51 to 200 employees,1999,Company - Private,Information Technology,Unknown / Non-Applicable
91,Sr. Scientist II,$117K-$231K (Glassdoor est.),3.5,"Nektar Therapeutics
3.5","San Francisco, CA",201 to 500 employees,1990,Company - Public,Biotech & Pharmaceuticals,$100 to $500 million (USD)
92,Insurance Data Scientist,$64K-$106K (Glassdoor est.),3.9,"TransUnion
3.9","Atlanta, GA",5001 to 10000 employees,1968,Company - Public,Finance,$1 to $2 billion (USD)
93,Data Modeler,$79K-$134K (Glassdoor est.),4.7,"IT Concepts
4.7","Landover, MD",51 to 200 employees,2003,Company - Private,Information Technology,$10 to $25 million (USD)
94,Data Analyst / Scientist,$52K-$93K (Glassdoor est.),4.2,"Scientific Research Corporation
4.2","Patuxent River, MD",1001 to 5000 employees,1988,Company - Private,Information Technology,$100 to $500 million (USD)
95,Scientist,$55K-$116K (Glassdoor est.),3.4,"General Dynamics Information Technology
3.4","Suitland, MD",10000+ employees,1996,Subsidiary or Business Segment,Information Technology,$10+ billion (USD)
96,Data Scientist,$72K-$123K (Glassdoor est.),3.2,"MITRE
3.2","McLean, VA",5001 to 10000 employees,1958,Nonprofit Organization,Government,$1 to $2 billion (USD)
97,Data Scientist,$74K-$124K (Glassdoor est.),3.9,"The Buffalo Group
3.9","Fort Belvoir, VA",501 to 1000 employees,2010,Company - Private,Information Technology,$100 to $500 million (USD)
98,Data Analyst,$40K-$73K (Glassdoor est.),3.1,"DentaQuest
3.1","Milwaukee, WI",1001 to 5000 employees,2001,Company - Private,Insurance,$2 to $5 billion (USD)
99,Lead Data Scientist,$102K-$164K (Glassdoor est.),4.1,"Redjack
4.1","Silver Spring, MD",1 to 50 employees,2007,Company - Private,Information Technology,Unknown / Non-Applicable
100,Data Scientist,$89K-$153K (Glassdoor est.),3.8,"7Park Data
3.8","New York, NY",51 to 200 employees,2012,Company - Private,Business Services,Unknown / Non-Applicable
101,Data Scientist,$61K-$110K (Glassdoor est.),4.7,"Rapid Response Monitoring
4.7","Syracuse, NY",501 to 1000 employees,1992,Company - Private,Business Services,Unknown / Non-Applicable
102,"Data Scientist, Rice University",$65K-$110K (Glassdoor est.),4.3,"Trilogy Ed
4.3","Houston, TX",1001 to 5000 employees,2015,Subsidiary or Business Segment,Education,Unknown / Non-Applicable
103,Senior Data Scientist,$200K-$275K(Employer est.),4.2,"Gallup
4.2","Washington, DC",1001 to 5000 employees,1935,Company - Private,Business Services,Unknown / Non-Applicable
104,Data Engineer,$68K-$123K (Glassdoor est.),3.9,"CapTech
3.9","Charlotte, NC",1001 to 5000 employees,1997,Company - Private,Information Technology,$100 to $500 million (USD)
105,Senior Data Scientist,$80K-$129K (Glassdoor est.),3.3,"American Axle & Manufacturing
3.3","Southfield, MI",10000+ employees,1994,Company - Public,Manufacturing,$5 to $10 billion (USD)
106,Financial Data Analyst,$41K-$72K (Glassdoor est.),4.7,"CentralReach
4.7","Matawan, NJ",201 to 500 employees,2012,Company - Private,Information Technology,Unknown / Non-Applicable
107,Senior Data Analyst,$39K-$71K (Glassdoor est.),4.3,"Integrate
4.3","Phoenix, AZ",201 to 500 employees,2010,Company - Private,Information Technology,$25 to $50 million (USD)
108,Research Scientist,$38K-$85K (Glassdoor est.),2.9,"Boys Town Hospital
2.9","Omaha, NE",1001 to 5000 employees,1977,Hospital,Health Care,Unknown / Non-Applicable
109,Data Scientist,$121K-$193K (Glassdoor est.),4.5,"Demandbase
4.5","San Francisco, CA",201 to 500 employees,2006,Company - Private,Information Technology,$100 to $500 million (USD)
110,Data Engineer,$54K-$102K (Glassdoor est.),3.4,"Sapphire Digital
3.4","Lyndhurst, NJ",201 to 500 employees,2019,Company - Private,Information Technology,Unknown / Non-Applicable
111,Data Scientist,$83K-$144K (Glassdoor est.),3.7,"Takeda Pharmaceuticals
3.7","Cambridge, MA",10000+ employees,1781,Company - Public,Biotech & Pharmaceuticals,$10+ billion (USD)
112,Data Scientist,$120K-$160K (Glassdoor est.),4.6,"<intent>
4.6","New York, NY",51 to 200 employees,2009,Company - Private,Information Technology,$100 to $500 million (USD)
113,Data Scientist,$102K-$163K (Glassdoor est.),3.2,"Formation
3.2","San Francisco, CA",51 to 200 employees,2015,Company - Private,Information Technology,Unknown / Non-Applicable
114,Data Engineer,$76K-$140K (Glassdoor est.),4.0,"Autodesk
4.0","San Francisco, CA",5001 to 10000 employees,1982,Company - Public,Information Technology,$2 to $5 billion (USD)
115,Ag Data Scientist,$60K-$101K (Glassdoor est.),4.6,"Beck's Hybrids
4.6","Atlanta, IN",501 to 1000 employees,1937,Company - Private,Agriculture & Forestry,$50 to $100 million (USD)
116,Data Scientist,$82K-$133K (Glassdoor est.),2.8,"DrFirst
2.8","Rockville, MD",201 to 500 employees,2000,Company - Private,Health Care,Unknown / Non-Applicable
117,Data Engineer,$65K-$125K (Glassdoor est.),4.7,"Object Partners
4.7","Minneapolis, MN",51 to 200 employees,1996,Company - Private,Business Services,$25 to $50 million (USD)
118,Data Scientist II,$91K-$148K (Glassdoor est.),3.0,"L.A. Care Health Plan
3.0","Los Angeles, CA",1001 to 5000 employees,1997,Nonprofit Organization,Health Care,Unknown / Non-Applicable
119,Senior Data Engineer,$95K-$173K (Glassdoor est.),3.2,"Red Ventures
3.2","Charlotte, NC",1001 to 5000 employees,2000,Company - Private,Business Services,$1 to $2 billion (USD)
120,Data Scientist,$77K-$124K (Glassdoor est.),4.4,"Quick Base
4.4","Cambridge, MA",201 to 500 employees,1999,Company - Private,Information Technology,Unknown / Non-Applicable
121,Data Scientist,$80K-$135K (Glassdoor est.),3.5,"The E.W. Scripps Company
3.5","Cincinnati, OH",1001 to 5000 employees,1878,Company - Public,Media,$500 million to $1 billion (USD)
122,Data Engineer,$85K-$159K (Glassdoor est.),4.0,"Upside Business Travel
4.0","Washington, DC",51 to 200 employees,2015,Company - Private,Information Technology,Unknown / Non-Applicable
123,Data Engineer,$80K-$105K(Employer est.),4.3,"Equity Residential
4.3","Chicago, IL",1001 to 5000 employees,1993,Company - Public,Real Estate,$2 to $5 billion (USD)
124,Data Analyst,$43K-$81K (Glassdoor est.),2.3,"Synagro
2.3","Baltimore, MD",501 to 1000 employees,1986,Company - Private,Business Services,$100 to $500 million (USD)
125,Project Scientist,$29K-$50K (Glassdoor est.),4.0,"Alliance Source Testing
4.0","Alabaster, AL",51 to 200 employees,2000,Unknown,Business Services,$25 to $50 million (USD)
126,Data Scientist,$82K-$133K (Glassdoor est.),3.6,"Accuride International
3.6","Santa Fe Springs, Los Angeles, CA",1001 to 5000 employees,1966,Company - Private,Manufacturing,$100 to $500 million (USD)
127,Data Analytics Manager,$26K-$55K (Glassdoor est.),3.8,"Full Potential Solutions
3.8","Kansas City, MO",501 to 1000 employees,2017,Company - Private,Business Services,Unknown / Non-Applicable
128,Senior Machine Learning (ML) Engineer / Data Scientist - Cyber Security Analytics,$61K-$118K (Glassdoor est.),3.7,"Visa Inc.
3.7","Ashburn, VA",10000+ employees,1958,Company - Public,Information Technology,$10+ billion (USD)
129,Data Scientist,$60K-$102K (Glassdoor est.),4.4,"Maven Wave Partners
4.4","Chicago, IL",201 to 500 employees,2008,Company - Private,Business Services,$50 to $100 million (USD)
130,Senior Data Scientist,$112K-$182K (Glassdoor est.),4.0,"Novetta
4.0","Herndon, VA",501 to 1000 employees,2012,Company - Private,Information Technology,$100 to $500 million (USD)
131,Data Scientist,$64K-$106K (Glassdoor est.),3.2,"First Command Financial Services, Inc.
3.2","Fort Worth, TX",1001 to 5000 employees,1958,Company - Private,Finance,$100 to $500 million (USD)
132,Associate Scientist,$51K-$112K (Glassdoor est.),2.9,"Pharmavite
2.9","Valencia, CA",1001 to 5000 employees,1971,Company - Private,Manufacturing,$1 to $2 billion (USD)
133,"Scientist 2, QC Viral Vector",$113K-$223K (Glassdoor est.),3.8,"BioMarin Pharmaceutical
3.8","Novato, CA",1001 to 5000 employees,1997,Company - Public,Biotech & Pharmaceuticals,$500 million to $1 billion (USD)
134,Machine Learning Engineer,$72K-$129K (Glassdoor est.),4.3,"Stratagem Group
4.3","Aurora, CO",1 to 50 employees,2007,Company - Private,Aerospace & Defense,Unknown / Non-Applicable
135,Data Scientist/ML Engineer,$71K-$123K (Glassdoor est.),3.4,"PA Consulting
3.4","New York, NY",1001 to 5000 employees,1943,Company - Private,Business Services,$100 to $500 million (USD)
136,Data Scientist,$64K-$106K (Glassdoor est.),4.1,"ManTech
4.1","Chantilly, VA",5001 to 10000 employees,1968,Company - Public,Business Services,$1 to $2 billion (USD)
137,Customer Data Scientist,$118K-$189K (Glassdoor est.),4.3,"h2o.ai
4.3","Mountain View, CA",201 to 500 employees,2011,Company - Private,Information Technology,Unknown / Non-Applicable
138,Data Engineer,Employer Provided Salary:$120K-$145K,5.0,"Gridiron IT
5.0","Tampa, FL",51 to 200 employees,2017,Company - Private,Information Technology,Unknown / Non-Applicable
139,Data Engineer,$80K-$120K (Glassdoor est.),4.3,"Productive Edge
4.3","Chicago, IL",51 to 200 employees,2008,Company - Private,Information Technology,$10 to $25 million (USD)
140,Sr. Data Scientist,$80K-$130K (Glassdoor est.),3.7,"Evolve Vacation Rental
3.7","Denver, CO",201 to 500 employees,2011,Company - Private,Travel & Tourism,Unknown / Non-Applicable
141,Data Engineer 4 - Contract,$59K-$115K (Glassdoor est.),4.2,"The Church of Jesus Christ of Latter-day Saints
4.2","Riverton, UT",10000+ employees,-1,Nonprofit Organization,Non-Profit,Unknown / Non-Applicable
142,Data Analyst - Asset Management,$71K-$136K (Glassdoor est.),4.3,"Maximus Real Estate Partners
4.3","San Francisco, CA",51 to 200 employees,2013,Company - Private,Real Estate,Unknown / Non-Applicable
143,Senior Research Scientist - Embedded System Development for DevOps,$81K-$167K (Glassdoor est.),2.6,"Software Engineering Institute
2.6","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Education,Unknown / Non-Applicable
144,Data Scientist - Bioinformatics,$49K-$85K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA",1001 to 5000 employees,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
145,Data Engineer,$60K-$114K (Glassdoor est.),3.9,"AVANADE
3.9","Washington, DC",10000+ employees,2000,Company - Private,Information Technology,$2 to $5 billion (USD)
146,Customer Data Scientist/Sales Engineer,$71K-$204K (Glassdoor est.),4.3,"h2o.ai
4.3","Chicago, IL",201 to 500 employees,2011,Company - Private,Information Technology,Unknown / Non-Applicable
147,Lead Data Scientist,$75K-$125K (Glassdoor est.),3.8,"PatientPoint
3.8","Cincinnati, OH",201 to 500 employees,1987,Company - Private,Business Services,$100 to $500 million (USD)
148,MongoDB Data Engineer II,$77K-$136K (Glassdoor est.),3.8,"BlueCross BlueShield of Tennessee
3.8","Chattanooga, TN",5001 to 10000 employees,1945,Nonprofit Organization,Insurance,$5 to $10 billion (USD)
149,Senior Data Scientist Statistics,$74K-$123K (Glassdoor est.),3.8,"PNNL
3.8","Richland, WA",1001 to 5000 employees,1965,Government,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD)
